1e+06	1.16877919629
2e+06	1.08486621868
3e+06	1.06740513898
4e+06	1.05788050024
5e+06	1.05225338018
6e+06	1.04870584
7e+06	1.04635259397
8e+06	1.04472755528
9e+06	1.04356860955
1e+07	1.04272008214
1.1e+07	1.04208522485
1.2e+07	1.0416015774
1.3e+07	1.04122749103
1.4e+07	1.04093441334
1.5e+07	1.04070229437
1.6e+07	1.0405167561
1.7e+07	1.04536211489
1.8e+07	1.05765967843
1.9e+07	1.06875816569
2e+07	1.07882377391
2.1e+07	1.08799351281
2.2e+07	1.09638130841
2.3e+07	1.10408264456
2.4e+07	1.11117813307
2.5e+07	1.11773628893
2.6e+07	1.12381570883
2.7e+07	1.12946679704
2.8e+07	1.13473314409
2.9e+07	1.1396526371
3e+07	1.14425836038
3.1e+07	1.14857933106
3.2e+07	1.15264110397
3.3e+07	1.1564662718
3.4e+07	1.16007488131
3.5e+07	1.16348478135
3.6e+07	1.16671191549
3.7e+07	1.16977056913
3.8e+07	1.17267357924
3.9e+07	1.17543251307
4e+07	1.17805782115
4.1e+07	1.18055896862
4.2e+07	1.18294454854
4.3e+07	1.18522237997
4.4e+07	1.18739959301
4.5e+07	1.18948270303
4.6e+07	1.19147767538
4.7e+07	1.1933899822
4.8e+07	1.1952246523
4.9e+07	1.19698631509
5e+07	1.19867923948
5.1e+07	1.20030736819
5.2e+07	1.20187434836
5.3e+07	1.20338355868
5.4e+07	1.20483813361
5.5e+07	1.20624098509
5.6e+07	1.20759482186
5.7e+07	1.20890216693
5.8e+07	1.21016537318
5.9e+07	1.21138663744
6e+07	1.21256801326
6.1e+07	1.21371142234
6.2e+07	1.21481866499
6.3e+07	1.21589142951
6.4e+07	1.21693130079
6.5e+07	1.2179397681
6.6e+07	1.21891823221
6.7e+07	1.21986801181
6.8e+07	1.22079034949
6.9e+07	1.22168641711
7e+07	1.22255732078
7.1e+07	1.2234041054
7.2e+07	1.22422775884
7.3e+07	1.22502921575
7.4e+07	1.22580936114
7.5e+07	1.22656903359
7.6e+07	1.22730902827
7.7e+07	1.22803009972
7.8e+07	1.22873296441
7.9e+07	1.22941830308
8e+07	1.23008676298
8.1e+07	1.23073895989
8.2e+07	1.23137548
8.3e+07	1.23199688166
8.4e+07	1.23260369704
8.5e+07	1.23319643363
8.6e+07	1.23377557564
8.7e+07	1.23434158536
8.8e+07	1.23489490432
8.9e+07	1.23543595452
9e+07	1.23596513943
9.1e+07	1.23648284505
9.2e+07	1.23698944081
9.3e+07	1.23748528045
9.4e+07	1.23797070287
9.5e+07	1.23844603287
9.6e+07	1.2389115819
9.7e+07	1.23936764873
9.8e+07	1.23981452007
9.9e+07	1.24025247121
1e+08	1.24068176654
