10000	1.47319623956
20000	1.46395261513
30000	1.45515823387
40000	1.44678034684
50000	1.4387890573
60000	1.43115703824
70000	1.42385928077
80000	1.41687286979
90000	1.4101767838
100000	1.40375171587
110000	1.39757991357
120000	1.39164503554
130000	1.38593202277
140000	1.38042698312
150000	1.37511708747
160000	1.36999047617
170000	1.36503617483
180000	1.36024401831
190000	1.35560458203
200000	1.3511091199
210000	1.34674950812
220000	1.34251819416
230000	1.3384081506
240000	1.33441283309
250000	1.33052614213
260000	1.32674238832
270000	1.32305626065
280000	1.31946279757
290000	1.31595736058
